RACE_TRACK,RACE_DATE,POS,DRIVER,CAR,MANUFACTURER,LAPS,START,LED,PTS,BONUS,PENALTY
Charlotte,2021-05-30 00:00:00,19,Corey LaJoie,7,Chevrolet,398,26,0,18,0,0
Charlotte,2021-05-30 00:00:00,20,Michael McDowell,34,Ford,398,24,0,17,0,0
Charlotte,2021-05-30 00:00:00,21,Cole Custer,41,Ford,397,23,0,16,0,0
Charlotte,2021-05-30 00:00:00,22,Aric Almirola,10,Ford,397,31,0,15,0,0
Charlotte,2021-05-30 00:00:00,23,Chase Briscoe,14,Ford,397,21,0,14,0,0
Charlotte,2021-05-30 00:00:00,24,Christopher Bell,20,Toyota,397,17,3,13,0,0
Charlotte,2021-05-30 00:00:00,25,Anthony Alfredo,38,Ford,397,29,3,12,0,0
Charlotte,2021-05-30 00:00:00,26,Ryan Preece,37,Chevrolet,397,28,0,11,0,0
Charlotte,2021-05-30 00:00:00,27,Ryan Newman,6,Ford,396,25,0,10,0,0
Charlotte,2021-05-30 00:00:00,28,Justin Haley,77,Chevrolet,395,30,0,0,0,0
Charlotte,2021-05-30 00:00:00,29,Martin Truex Jr.,19,Toyota,391,8,0,12,0,4
Charlotte,2021-05-30 00:00:00,30,Cody Ware,53,Chevrolet,389,34,0,0,0,0
Charlotte,2021-05-30 00:00:00,31,B.J. McLeod,78,Ford,389,33,0,0,0,0
Charlotte,2021-05-30 00:00:00,32,Quin Houff,00,Chevrolet,389,32,0,5,0,0
Charlotte,2021-05-30 00:00:00,33,James Davison,15,Chevrolet,388,35,0,4,0,0
Charlotte,2021-05-30 00:00:00,34,Garrett Smithley,51,Chevrolet,387,36,0,0,0,0
Charlotte,2021-05-30 00:00:00,35,Josh Bilicki,52,Ford,382,37,0,2,0,0
Charlotte,2021-05-30 00:00:00,36,David Starr,66,Toyota,369,38,0,0,0,0
Charlotte,2021-05-30 00:00:00,37,Ross Chastain,42,Chevrolet,359,10,0,1,0,0
Charlotte,2021-05-30 00:00:00,38,Kurt Busch,1,Chevrolet,139,12,0,1,0,0
Chicago,2023-07-02 00:00:00,1,Shane van Gisbergen,91,Chevrolet,78,3,9,55,0,15
Chicago,2023-07-02 00:00:00,2,Justin Haley,31,Chevrolet,78,37,23,35,0,0
Chicago,2023-07-02 00:00:00,3,Chase Elliott,9,Chevrolet,78,26,0,34,0,0
Chicago,2023-07-02 00:00:00,4,Kyle Larson,5,Chevrolet,78,7,0,46,0,13
Chicago,2023-07-02 00:00:00,5,Kyle Busch,8,Chevrolet,78,18,0,32,0,0
Chicago,2023-07-02 00:00:00,6,Austin Cindric,2,Ford,78,31,0,31,0,0
Chicago,2023-07-02 00:00:00,7,Michael McDowell,34,Ford,78,6,0,42,0,12
Chicago,2023-07-02 00:00:00,8,Joey Logano,22,Ford,78,9,0,29,0,0
Chicago,2023-07-02 00:00:00,9,Ty Gibbs,54,Toyota,78,12,1,35,0,7
Chicago,2023-07-02 00:00:00,10,Chris Buescher,17,Ford,78,15,0,27,0,0
Chicago,2023-07-02 00:00:00,11,Denny Hamlin,11,Toyota,78,1,0,26,0,0
Chicago,2023-07-02 00:00:00,12,Aric Almirola,10,Ford,78,24,0,25,0,0
Chicago,2023-07-02 00:00:00,13,William Byron,24,Chevrolet,78,22,0,24,0,0
Chicago,2023-07-02 00:00:00,14,Corey LaJoie,7,Chevrolet,78,19,0,23,0,0
Chicago,2023-07-02 00:00:00,15,Ryan Preece,41,Ford,78,28,0,22,0,0
Chicago,2023-07-02 00:00:00,16,Erik Jones,43,Chevrolet,78,21,0,21,0,0
Chicago,2023-07-02 00:00:00,17,AJ Allmendinger,16,Chevrolet,78,10,0,25,0,5
Chicago,2023-07-02 00:00:00,18,Christopher Bell,20,Toyota,78,4,37,39,0,20
Chicago,2023-07-02 00:00:00,19,Todd Gilliland,38,Ford,78,25,0,18,0,0
Chicago,2023-07-02 00:00:00,20,Chase Briscoe,14,Ford,78,16,0,18,0,1
Chicago,2023-07-02 00:00:00,21,Jenson Button,15,Ford,78,8,0,17,0,1
Chicago,2023-07-02 00:00:00,22,Ross Chastain,1,Chevrolet,78,34,0,15,0,0
Chicago,2023-07-02 00:00:00,23,Josh Bilicki,78,Chevrolet,78,27,0,0,0,0
Chicago,2023-07-02 00:00:00,24,Brad Keselowski,6,Ford,78,20,0,13,0,0
Chicago,2023-07-02 00:00:00,25,Noah Gragson,42,Chevrolet,78,23,0,12,0,0
Chicago,2023-07-02 00:00:00,26,Andy Lally,51,Ford,78,30,0,11,0,0
Chicago,2023-07-02 00:00:00,27,Daniel Suarez,99,Chevrolet,78,5,0,19,0,9
Chicago,2023-07-02 00:00:00,28,Tyler Reddick,45,Toyota,78,2,8,26,0,17
Chicago,2023-07-02 00:00:00,29,Kevin Harvick,4,Ford,78,35,0,8,0,0
Chicago,2023-07-02 00:00:00,30,Harrison Burton,21,Ford,78,32,0,7,0,0
Chicago,2023-07-02 00:00:00,31,Bubba Wallace,23,Toyota,78,14,0,6,0,0
Chicago,2023-07-02 00:00:00,32,Martin Truex Jr.,19,Toyota,77,11,0,15,0,10
Chicago,2023-07-02 00:00:00,33,Ryan Blaney,12,Ford,77,17,0,4,0,0
Chicago,2023-07-02 00:00:00,34,Ricky Stenhouse Jr.,47,Chevrolet,77,36,0,3,0,0
Chicago,2023-07-02 00:00:00,35,Ty Dillon,77,Chevrolet,67,33,0,2,0,0
Chicago,2023-07-02 00:00:00,36,Austin Dillon,3,Chevrolet,62,29,0,1,0,0
Chicago,2023-07-02 00:00:00,37,Alex Bowman,48,Chevrolet,40,13,0,1,0,0
Cota,2023-03-26 00:00:00,1,Tyler Reddick,45,Toyota,75,2,41,50,0,10
Cota,2023-03-26 00:00:00,2,Kyle Busch,8,Chevrolet,75,9,0,39,0,4
Cota,2023-03-26 00:00:00,3,Alex Bowman,48,Chevrolet,75,6,0,41,0,7
Cota,2023-03-26 00:00:00,4,Ross Chastain,1,Chevrolet,75,12,0,39,0,6
Cota,2023-03-26 00:00:00,5,William Byron,24,Chevrolet,75,1,28,42,0,10
Cota,2023-03-26 00:00:00,6,Austin Cindric,2,Ford,75,3,2,40,0,9
Cota,2023-03-26 00:00:00,7,Ricky Stenhouse Jr.,47,Chevrolet,75,18,0,35,0,5
Cota,2023-03-26 00:00:00,8,Chris Buescher,17,Ford,75,32,1,35,0,6
Cota,2023-03-26 00:00:00,9,Ty Gibbs,54,Toyota,75,17,0,28,0,0
Cota,2023-03-26 00:00:00,10,Todd Gilliland,38,Ford,75,36,0,27,0,0
Cota,2023-03-26 00:00:00,11,Corey LaJoie,7,Chevrolet,75,27,0,26,0,0
Cota,2023-03-26 00:00:00,12,Michael McDowell,34,Ford,75,20,0,33,0,8
Cota,2023-03-26 00:00:00,13,Kevin Harvick,4,Ford,75,29,0,31,0,7
Cota,2023-03-26 00:00:00,14,Kyle Larson,5,Chevrolet,75,13,0,27,0,4
Cota,2023-03-26 00:00:00,15,Chase Briscoe,14,Ford,75,19,0,24,0,2
Cota,2023-03-26 00:00:00,16,Denny Hamlin,11,Toyota,75,21,0,21,0,0
Cota,2023-03-26 00:00:00,17,Martin Truex Jr.,19,Toyota,75,25,0,20,0,0
Cota,2023-03-26 00:00:00,18,Jenson Button,15,Ford,75,24,0,0,0,0
Cota,2023-03-26 00:00:00,19,Justin Haley,31,Chevrolet,75,23,0,18,0,0
Cota,2023-03-26 00:00:00,20,Noah Gragson,42,Chevrolet,75,10,0,18,0,1
Cota,2023-03-26 00:00:00,21,Ryan Blaney,12,Ford,75,38,0,16,0,0
Cota,2023-03-26 00:00:00,22,Harrison Burton,21,Ford,75,16,0,15,0,0
Cota,2023-03-26 00:00:00,23,Erik Jones,43,Chevrolet,75,8,0,17,0,3
Cota,2023-03-26 00:00:00,24,Jordan Taylor,9,Chevrolet,75,4,0,0,0,0
Cota,2023-03-26 00:00:00,25,Cody Ware,51,Ford,75,37,0,12,0,0
Cota,2023-03-26 00:00:00,26,Josh Bilicki,78,Chevrolet,75,33,0,0,0,0
Cota,2023-03-26 00:00:00,27,Daniel Suarez,99,Chevrolet,75,5,1,15,0,5
Cota,2023-03-26 00:00:00,28,Joey Logano,22,Ford,75,15,1,9,0,0
Cota,2023-03-26 00:00:00,29,Kimi Raikkonen,91,Chevrolet,75,22,0,0,0,0
Cota,2023-03-26 00:00:00,30,Aric Almirola,10,Ford,74,39,0,7,0,0
Cota,2023-03-26 00:00:00,31,Christopher Bell,20,Toyota,73,14,1,8,0,2
Cota,2023-03-26 00:00:00,32,Ryan Preece,41,Ford,68,26,0,6,0,1
Cota,2023-03-26 00:00:00,33,Austin Dillon,3,Chevrolet,62,28,0,13,0,9
Cota,2023-03-26 00:00:00,34,AJ Allmendinger,16,Chevrolet,60,7,0,11,0,8
Cota,2023-03-26 00:00:00,35,Brad Keselowski,6,Ford,56,30,0,2,0,0
Cota,2023-03-26 00:00:00,36,Conor Daly,50,Chevrolet,16,35,0,0,0,0
Cota,2023-03-26 00:00:00,37,Bubba Wallace,23,Toyota,10,11,0,1,0,0
Cota,2023-03-26 00:00:00,38,Jimmie Johnson,84,Chevrolet,0,31,0,1,0,0
Cota,2023-03-26 00:00:00,39,Ty Dillon,77,Chevrolet,0,34,0,1,0,0
Cota,2022-03-27 00:00:00,1,Ross Chastain,1,Chevrolet,69,16,31,43,0,3
Cota,2022-03-27 00:00:00,2,Alex Bowman,48,Chevrolet,69,5,0,43,0,8
Cota,2022-03-27 00:00:00,3,Christopher Bell,20,Toyota,69,7,0,34,0,0
Cota,2022-03-27 00:00:00,4,Chase Elliott,9,Chevrolet,69,12,0,37,0,4
Cota,2022-03-27 00:00:00,5,Tyler Reddick,8,Chevrolet,69,4,2,32,0,0
Cota,2022-03-27 00:00:00,6,Ryan Blaney,12,Ford,69,1,1,47,0,16
Cota,2022-03-27 00:00:00,7,Martin Truex Jr.,19,Toyota,69,17,0,30,0,0
Cota,2022-03-27 00:00:00,8,Austin Cindric,2,Ford,69,10,11,32,0,3
Cota,2022-03-27 00:00:00,9,Erik Jones,43,Chevrolet,69,30,0,28,0,0
Cota,2022-03-27 00:00:00,10,Austin Dillon,3,Chevrolet,69,21,0,32,0,5
Cota,2022-03-27 00:00:00,11,Kevin Harvick,4,Ford,69,18,0,26,0,0
Cota,2022-03-27 00:00:00,12,William Byron,24,Chevrolet,69,24,0,25,0,0
Cota,2022-03-27 00:00:00,13,Michael McDowell,34,Ford,69,27,0,24,0,0
Cota,2022-03-27 00:00:00,14,Brad Keselowski,6,Ford,69,26,0,23,0,0
Cota,2022-03-27 00:00:00,15,Justin Haley,31,Chevrolet,69,9,0,27,0,5
Cota,2022-03-27 00:00:00,16,Todd Gilliland,38,Ford,69,29,0,21,0,0
Cota,2022-03-27 00:00:00,17,Harrison Burton,21,Ford,69,19,0,26,0,6
Cota,2022-03-27 00:00:00,18,Denny Hamlin,11,Toyota,69,8,3,29,0,10
Cota,2022-03-27 00:00:00,19,Aric Almirola,10,Ford,69,25,0,24,0,6
Cota,2022-03-27 00:00:00,20,Ty Dillon,42,Chevrolet,69,33,0,17,0,0
Cota,2022-03-27 00:00:00,21,Chris Buescher,17,Ford,69,22,0,16,0,0
Cota,2022-03-27 00:00:00,22,Josh Bilicki,77,Chevrolet,69,34,0,0,0,0
Cota,2022-03-27 00:00:00,23,Cole Custer,41,Ford,69,3,0,14,0,0
Cota,2022-03-27 00:00:00,24,Daniel Suarez,99,Chevrolet,69,2,15,23,0,10
Cota,2022-03-27 00:00:00,25,Kaz Grala,50,Chevrolet,69,31,0,0,0,0
Cota,2022-03-27 00:00:00,26,Boris Said,66,Ford,69,37,0,11,0,0
Cota,2022-03-27 00:00:00,27,Cody Ware,51,Ford,69,35,0,10,0,0
Cota,2022-03-27 00:00:00,28,Kyle Busch,18,Toyota,69,15,0,18,0,9
Cota,2022-03-27 00:00:00,29,Kyle Larson,5,Chevrolet,69,13,0,14,0,6
Cota,2022-03-27 00:00:00,30,Chase Briscoe,14,Ford,69,14,2,10,0,3
Cota,2022-03-27 00:00:00,31,Joey Logano,22,Ford,69,6,2,21,0,15
Cota,2022-03-27 00:00:00,32,Kurt Busch,45,Toyota,69,11,0,5,0,0
Cota,2022-03-27 00:00:00,33,AJ Allmendinger,16,Chevrolet,68,20,2,0,0,0
Cota,2022-03-27 00:00:00,34,Loris Hezemans,27,Ford,62,36,0,0,0,0
Cota,2022-03-27 00:00:00,35,Joey Hand,15,Ford,60,38,0,2,0,0
Cota,2022-03-27 00:00:00,36,Corey LaJoie,7,Chevrolet,57,32,0,1,0,0
Cota,2022-03-27 00:00:00,37,Ricky Stenhouse Jr.,47,Chevrolet,52,28,0,1,0,0
Cota,2022-03-27 00:00:00,38,Bubba Wallace,23,Toyota,44,23,0,2,0,1
Cota,2022-03-27 00:00:00,39,Andy Lally,78,Ford,19,39,0,0,0,0
Darlington,2022-05-08 00:00:00,1,Joey Logano,22,Ford,293,1,107,58,0,18
Darlington,2022-05-08 00:00:00,2,Tyler Reddick,8,Chevrolet,293,10,10,37,0,2
Darlington,2022-05-08 00:00:00,3,Justin Haley,31,Chevrolet,293,29,0,34,0,0
Darlington,2022-05-08 00:00:00,4,Kevin Harvick,4,Ford,293,35,1,33,0,0
Darlington,2022-05-08 00:00:00,5,Chase Elliott,9,Chevrolet,293,34,0,35,0,3
Darlington,2022-05-08 00:00:00,6,Christopher Bell,20,Toyota,293,3,3,43,0,12
Darlington,2022-05-08 00:00:00,7,Michael McDowell,34,Ford,293,16,0,30,0,0
Darlington,2022-05-08 00:00:00,8,Ricky Stenhouse Jr.,47,Chevrolet,293,26,0,29,0,0
Darlington,2022-05-08 00:00:00,9,Austin Dillon,3,Chevrolet,293,14,0,28,0,0
Darlington,2022-05-08 00:00:00,10,Daniel Suarez,99,Chevrolet,293,20,0,28,0,1
Darlington,2022-05-08 00:00:00,11,Aric Almirola,10,Ford,293,12,0,28,0,2
Darlington,2022-05-08 00:00:00,12,Ty Dillon,42,Chevrolet,293,21,0,25,0,0
Darlington,2022-05-08 00:00:00,13,William Byron,24,Chevrolet,293,9,24,35,0,11
Darlington,2022-05-08 00:00:00,14,Harrison Burton,21,Ford,293,25,0,23,0,0
Darlington,2022-05-08 00:00:00,15,Todd Gilliland,38,Ford,293,27,0,22,0,0
Darlington,2022-05-08 00:00:00,16,Chris Buescher,17,Ford,293,18,0,21,0,0
Darlington,2022-05-08 00:00:00,17,Ryan Blaney,12,Ford,293,7,0,20,0,0
Darlington,2022-05-08 00:00:00,18,Austin Cindric,2,Ford,293,19,0,19,0,0
Darlington,2022-05-08 00:00:00,19,Cody Ware,51,Ford,293,31,1,18,0,0
Darlington,2022-05-08 00:00:00,20,Chase Briscoe,14,Ford,293,13,0,17,0,0
Darlington,2022-05-08 00:00:00,21,Denny Hamlin,11,Toyota,292,22,42,27,0,11
Darlington,2022-05-08 00:00:00,22,Landon Cassill,77,Chevrolet,292,33,0,0,0,0
Darlington,2022-05-08 00:00:00,23,J.J. Yeley,15,Ford,288,32,1,0,0,0
Darlington,2022-05-08 00:00:00,24,Martin Truex Jr.,19,Toyota,263,4,28,28,0,15
Darlington,2022-05-08 00:00:00,25,Erik Jones,43,Chevrolet,262,11,1,20,0,8
Darlington,2022-05-08 00:00:00,26,Cole Custer,41,Ford,260,28,0,11,0,0
Darlington,2022-05-08 00:00:00,27,Bubba Wallace,23,Toyota,260,17,0,11,0,1
Darlington,2022-05-08 00:00:00,28,Kurt Busch,45,Toyota,260,6,0,9,0,0
Darlington,2022-05-08 00:00:00,29,Alex Bowman,48,Chevrolet,255,15,0,8,0,0
Darlington,2022-05-08 00:00:00,30,Ross Chastain,1,Chevrolet,194,8,26,26,0,19
Darlington,2022-05-08 00:00:00,31,Daniel Hemric,16,Chevrolet,188,24,0,0,0,0
Darlington,2022-05-08 00:00:00,32,B.J. McLeod,78,Ford,184,36,0,5,0,0
Darlington,2022-05-08 00:00:00,33,Kyle Busch,18,Toyota,167,5,19,11,0,7
Darlington,2022-05-08 00:00:00,34,Brad Keselowski,6,Ford,166,23,0,3,0,0
Darlington,2022-05-08 00:00:00,35,Corey LaJoie,7,Chevrolet,152,30,0,2,0,0
Darlington,2022-05-08 00:00:00,36,Kyle Larson,5,Chevrolet,112,2,30,1,0,0
Darlington,2021-05-09 00:00:00,1,Martin Truex Jr.,19,Toyota,293,4,247,40,0,0
Darlington,2021-05-09 00:00:00,2,Kyle Larson,5,Chevrolet,293,14,0,35,0,0
Darlington,2021-05-09 00:00:00,3,Kyle Busch,18,Toyota,293,3,9,34,0,0
Darlington,2021-05-09 00:00:00,4,William Byron,24,Chevrolet,293,5,0,33,0,0
Darlington,2021-05-09 00:00:00,5,Denny Hamlin,11,Toyota,293,7,5,32,0,0
Darlington,2021-05-09 00:00:00,6,Kevin Harvick,4,Ford,293,2,10,31,0,0
Darlington,2021-05-09 00:00:00,7,Chase Elliott,9,Chevrolet,293,6,0,30,0,0
Darlington,2021-05-09 00:00:00,8,Ryan Blaney,12,Ford,293,16,0,29,0,0
Darlington,2021-05-09 00:00:00,9,Chris Buescher,17,Ford,293,11,1,28,0,0
Darlington,2021-05-09 00:00:00,10,Ryan Newman,6,Ford,292,20,0,27,0,0
Darlington,2021-05-09 00:00:00,11,Chase Briscoe,14,Ford,292,22,0,26,0,0
Darlington,2021-05-09 00:00:00,12,Tyler Reddick,8,Chevrolet,292,10,2,25,0,0
Darlington,2021-05-09 00:00:00,13,Joey Logano,22,Ford,292,12,0,24,0,0
Darlington,2021-05-09 00:00:00,14,Christopher Bell,20,Toyota,292,21,1,23,0,0
Darlington,2021-05-09 00:00:00,15,Ross Chastain,42,Chevrolet,291,18,1,22,0,0
Darlington,2021-05-09 00:00:00,16,Austin Dillon,3,Chevrolet,291,9,0,21,0,0
Darlington,2021-05-09 00:00:00,17,Alex Bowman,48,Chevrolet,291,19,0,20,0,0
Darlington,2021-05-09 00:00:00,18,Erik Jones,43,Chevrolet,291,26,0,19,0,0
Darlington,2021-05-09 00:00:00,19,Matt DiBenedetto,21,Ford,290,8,0,18,0,0
Darlington,2021-05-09 00:00:00,20,Ricky Stenhouse Jr.,47,Chevrolet,290,28,0,17,0,0
Darlington,2021-05-09 00:00:00,21,Bubba Wallace,23,Toyota,290,23,0,16,0,0
Darlington,2021-05-09 00:00:00,22,Corey LaJoie,7,Chevrolet,290,30,0,15,0,0
Darlington,2021-05-09 00:00:00,23,Daniel Suarez,99,Chevrolet,290,15,0,14,0,0
Darlington,2021-05-09 00:00:00,24,Brad Keselowski,2,Ford,290,1,1,13,0,0
Darlington,2021-05-09 00:00:00,25,Ryan Preece,37,Chevrolet,290,29,0,12,0,0
Darlington,2021-05-09 00:00:00,26,Anthony Alfredo,38,Ford,289,25,0,11,0,0
Darlington,2021-05-09 00:00:00,27,Michael McDowell,34,Ford,288,13,0,10,0,0
Darlington,2021-05-09 00:00:00,28,Justin Haley,77,Chevrolet,288,31,0,0,0,0
Darlington,2021-05-09 00:00:00,29,J.J. Yeley,53,Ford,286,34,0,0,0,0
Darlington,2021-05-09 00:00:00,30,Quin Houff,00,Chevrolet,286,35,0,7,0,0
Darlington,2021-05-09 00:00:00,31,James Davison,15,Chevrolet,286,36,0,6,0,0
Darlington,2021-05-09 00:00:00,32,B.J. McLeod,78,Ford,285,32,0,0,0,0
Darlington,2021-05-09 00:00:00,33,Josh Bilicki,52,Ford,245,37,0,4,0,0
Darlington,2021-05-09 00:00:00,34,Cody Ware,51,Chevrolet,188,33,1,0,0,0
Darlington,2021-05-09 00:00:00,35,Kurt Busch,1,Chevrolet,106,17,0,2,0,0
Darlington,2021-05-09 00:00:00,36,Cole Custer,41,Ford,97,24,0,1,0,0
Darlington,2021-05-09 00:00:00,37,Aric Almirola,10,Ford,5,27,0,1,0,0
Darlington,2023-05-14 00:00:00,1,William Byron,24,Chevrolet,295,4,7,40,0,0
Darlington,2023-05-14 00:00:00,2,Kevin Harvick,4,Ford,295,20,5,35,0,0
Darlington,2023-05-14 00:00:00,3,Chase Elliott,9,Chevrolet,295,21,0,34,0,0
Darlington,2023-05-14 00:00:00,4,Brad Keselowski,6,Ford,295,10,0,33,0,0
Darlington,2023-05-14 00:00:00,5,Bubba Wallace,23,Toyota,295,2,3,32,0,0
Darlington,2023-05-14 00:00:00,6,Harrison Burton,21,Ford,295,14,0,31,0,0
Darlington,2023-05-14 00:00:00,7,Kyle Busch,8,Chevrolet,295,12,0,30,0,0
Darlington,2023-05-14 00:00:00,8,Justin Haley,31,Chevrolet,295,22,0,29,0,0
Darlington,2023-05-14 00:00:00,9,Ryan Blaney,12,Ford,295,11,4,28,0,0
Darlington,2023-05-14 00:00:00,10,Chris Buescher,17,Ford,295,27,0,27,0,0
Darlington,2023-05-14 00:00:00,11,Todd Gilliland,38,Ford,295,24,0,26,0,0
Darlington,2023-05-14 00:00:00,12,Denny Hamlin,11,Toyota,295,8,9,25,0,0
Darlington,2023-05-14 00:00:00,13,Ricky Stenhouse Jr.,47,Chevrolet,295,3,0,24,0,0
Darlington,2023-05-14 00:00:00,14,Christopher Bell,20,Toyota,295,16,0,23,0,0
Darlington,2023-05-14 00:00:00,15,Ryan Preece,41,Ford,295,32,0,22,0,0
Darlington,2023-05-14 00:00:00,16,Ty Gibbs,54,Toyota,295,13,0,21,0,0
Darlington,2023-05-14 00:00:00,17,Chase Briscoe,14,Ford,295,31,0,20,0,0
Darlington,2023-05-14 00:00:00,18,Joey Logano,22,Ford,295,15,0,19,0,0
Darlington,2023-05-14 00:00:00,19,Austin Cindric,2,Ford,295,25,0,18,0,0
Darlington,2023-05-14 00:00:00,20,Kyle Larson,5,Chevrolet,295,7,29,17,0,0
Darlington,2023-05-14 00:00:00,21,Aric Almirola,10,Ford,295,17,0,16,0,0
Darlington,2023-05-14 00:00:00,22,Tyler Reddick,45,Toyota,295,9,0,15,0,0
Darlington,2023-05-14 00:00:00,23,AJ Allmendinger,16,Chevrolet,294,30,0,14,0,0
Darlington,2023-05-14 00:00:00,24,Corey LaJoie,7,Chevrolet,294,34,0,13,0,0
Darlington,2023-05-14 00:00:00,25,Erik Jones,43,Chevrolet,294,28,0,12,0,0
Darlington,2023-05-14 00:00:00,26,Noah Gragson,42,Chevrolet,293,29,0,11,0,0
Darlington,2023-05-14 00:00:00,27,Ty Dillon,77,Chevrolet,293,33,0,10,0,0
Darlington,2023-05-14 00:00:00,28,Ryan Newman,51,Ford,291,26,0,0,0,0
Darlington,2023-05-14 00:00:00,29,Ross Chastain,1,Chevrolet,287,5,93,8,0,0
Darlington,2023-05-14 00:00:00,30,Josh Berry,48,Chevrolet,286,23,0,0,0,0
Darlington,2023-05-14 00:00:00,31,Martin Truex Jr.,19,Toyota,280,1,146,6,0,0
Darlington,2023-05-14 00:00:00,32,B.J. McLeod,78,Chevrolet,226,35,0,5,0,0
Darlington,2023-05-14 00:00:00,33,Michael McDowell,34,Ford,200,19,0,4,0,0
Darlington,2023-05-14 00:00:00,34,Daniel Suarez,99,Chevrolet,199,6,0,3,0,0
Darlington,2023-05-14 00:00:00,35,Austin Dillon,3,Chevrolet,196,18,0,2,0,0
Darlington,2023-05-14 00:00:00,36,Brennan Poole,15,Ford,39,36,0,0,0,0
Darlington,2020-05-20 00:00:00,1,Denny Hamlin,11,Toyota,208,16,12,47,0,7
Darlington,2020-05-20 00:00:00,2,Kyle Busch,18,Toyota,208,26,0,35,0,0
Darlington,2020-05-20 00:00:00,3,Kevin Harvick,4,Ford,208,20,10,40,0,6
Darlington,2020-05-20 00:00:00,4,Brad Keselowski,2,Ford,208,8,7,33,0,0
Darlington,2020-05-20 00:00:00,5,Erik Jones,20,Toyota,208,13,27,39,0,7
Darlington,2020-05-20 00:00:00,6,Joey Logano,22,Ford,208,3,19,39,0,8
Darlington,2020-05-20 00:00:00,7,Aric Almirola,10,Ford,208,9,0,35,0,5
Darlington,2020-05-20 00:00:00,8,Jimmie Johnson,48,Chevrolet,208,37,0,29,0,0
Darlington,2020-05-20 00:00:00,9,Matt DiBenedetto,21,Ford,208,7,0,29,0,1
Darlington,2020-05-20 00:00:00,10,Martin Truex Jr.,19,Toyota,208,15,16,44,0,17
Darlington,2020-05-20 00:00:00,11,Christopher Bell,95,Toyota,208,24,0,26,0,0
Darlington,2020-05-20 00:00:00,12,William Byron,24,Chevrolet,208,34,0,30,0,5
Darlington,2020-05-20 00:00:00,13,Tyler Reddick,8,Chevrolet,208,14,0,24,0,0
Darlington,2020-05-20 00:00:00,14,Ryan Newman,6,Ford,208,6,5,23,0,0
Darlington,2020-05-20 00:00:00,15,Kurt Busch,1,Chevrolet,208,18,0,22,0,0
Darlington,2020-05-20 00:00:00,16,Bubba Wallace,43,Chevrolet,208,21,3,21,0,0
Darlington,2020-05-20 00:00:00,17,Michael McDowell,34,Ford,208,23,0,20,0,0
Darlington,2020-05-20 00:00:00,18,Alex Bowman,5,Chevrolet,208,19,0,29,0,10
Darlington,2020-05-20 00:00:00,19,Ty Dillon,13,Chevrolet,208,2,8,18,0,0
Darlington,2020-05-20 00:00:00,20,Austin Dillon,3,Chevrolet,208,10,0,17,0,0
Darlington,2020-05-20 00:00:00,21,Ryan Blaney,12,Ford,208,5,0,24,0,8
Darlington,2020-05-20 00:00:00,22,Clint Bowyer,14,Ford,208,4,71,35,0,20
Darlington,2020-05-20 00:00:00,23,Chris Buescher,17,Ford,208,32,0,14,0,0
Darlington,2020-05-20 00:00:00,24,Corey LaJoie,32,Ford,207,31,0,13,0,0
Darlington,2020-05-20 00:00:00,25,Ricky Stenhouse Jr.,47,Chevrolet,207,39,0,12,0,0
Darlington,2020-05-20 00:00:00,26,Quin Houff,00,Chevrolet,207,35,0,11,0,0
Darlington,2020-05-20 00:00:00,27,Daniel Suarez,96,Toyota,207,25,1,10,0,0
Darlington,2020-05-20 00:00:00,28,J.J. Yeley,77,Chevrolet,207,29,0,0,0,0
Darlington,2020-05-20 00:00:00,29,Joey Gase,51,Ford,207,30,0,0,0,0
Darlington,2020-05-20 00:00:00,30,Matt Kenseth,42,Chevrolet,206,11,0,9,0,2
Darlington,2020-05-20 00:00:00,31,Cole Custer,41,Ford,206,22,0,6,0,0
Darlington,2020-05-20 00:00:00,32,Gray Gaulding,27,Ford,206,28,0,5,0,0
Darlington,2020-05-20 00:00:00,33,Timmy Hill,66,Toyota,204,33,0,0,0,0
Darlington,2020-05-20 00:00:00,34,Garrett Smithley,53,Ford,204,36,0,3,0,0
Darlington,2020-05-20 00:00:00,35,John Hunter Nemechek,38,Ford,202,12,0,2,0,0
Darlington,2020-05-20 00:00:00,36,B.J. McLeod,78,Chevrolet,202,38,0,0,0,0
Darlington,2020-05-20 00:00:00,37,Brennan Poole,15,Chevrolet,201,27,1,1,0,0
Darlington,2020-05-20 00:00:00,38,Chase Elliott,9,Chevrolet,200,17,28,14,0,13
Darlington,2020-05-20 00:00:00,39,Ryan Preece,37,Chevrolet,69,1,1,2,0,1
Darlington,2023-09-03 00:00:00,1,Kyle Larson,5,Chevrolet,367,18,55,57,0,17
Darlington,2023-09-03 00:00:00,2,Tyler Reddick,45,Toyota,367,3,90,51,0,16
Darlington,2023-09-03 00:00:00,3,Chris Buescher,17,Ford,367,8,0,36,0,2
Darlington,2023-09-03 00:00:00,4,William Byron,24,Chevrolet,367,23,0,39,0,6
Darlington,2023-09-03 00:00:00,5,Ross Chastain,1,Chevrolet,367,27,0,32,0,0
Darlington,2023-09-03 00:00:00,6,Brad Keselowski,6,Ford,367,5,0,38,0,7
Darlington,2023-09-03 00:00:00,7,Bubba Wallace,23,Toyota,367,19,0,30,0,0
Darlington,2023-09-03 00:00:00,8,Chase Elliott,9,Chevrolet,367,13,0,33,0,4
Darlington,2023-09-03 00:00:00,9,Ryan Blaney,12,Ford,367,4,0,38,0,10
